---
Mammal:            human
Fs:                200
Integration_level: electrocardiogram

Channels:

    - type:   electrography
0.07 0.13 -0.03
-0.01 0.04 -0.0
-0.05 -0.01 -0.
-0.06 -0.01 -0.
-0.06 -0.01 -0.
-0.03 0.01 -0.0
-0.02 0.02 -0.0
-0.02 0.03 -0.0
-0.03 0.01 -0.0
-0.03 0.00 -0.0
-0.04 0.00 -0.0
-0.05 -0.01 -0.
-0.06 -0.02 -0.
0.00 0.03 -0.09
0.00 0.03 -0.09
0.01 0.04 -0.08
-0.05 -0.01 -0.
-0.08 -0.04 -0.
-0.08 -0.04 -0.
-0.04 -0.00 -0.
0.01 0.04 -0.10
0.00 0.04 -0.10
-0.03 0.00 -0.1
-0.09 -0.05 -0.
-0.11 -0.07 -0.
-0.10 -0.07 -0.
-0.09 -0.07 -0.
-0.08 -0.05 -0.
-0.06 -0.04 -0.
-0.06 -0.03 -0.
-0.06 -0.03 -0.
-0.07 -0.05 -0.
-0.08 -0.07 -0.
-0.07 -0.08 -0.
-0.07 -0.04 -0.
-0.06 -0.05 -0.
-0.06 -0.01 -0.
-0.07 0.01 -0.0
-0.07 -0.00 -0.
-0.06 -0.04 -0.
-0.06 -0.05 -0.
-0.07 -0.03 -0.
-0.07 -0.00 -0.
-0.06 0.02 -0.0
-0.05 -0.00 -0.
-0.06 0.00 -0.0
-0.06 0.00 -0.0
-0.07 0.01 -0.0
-0.07 -0.01 -0.
-0.05 -0.02 -0.
-0.03 0.01 -0.0
-0.05 0.01 -0.0
-0.06 -0.00 -0.
-0.04 0.01 -0.1
-0.04 0.00 -0.1
-0.06 -0.01 -0.
-0.07 -0.02 -0.
-0.07 -0.02 -0.
-0.06 -0.02 -0.
-0.05 0.01 -0.0
-0.02 0.02 -0.1
-0.03 -0.03 -0.
-0.05 -0.02 -0.
-0.07 -0.01 -0.
-0.05 0.00 -0.0
-0.03 0.01 -0.0
-0.03 0.02 -0.0
-0.03 0.02 -0.1
-0.06 -0.01 -0.
-0.06 -0.02 -0.
-0.06 -0.02 -0.
-0.07 -0.02 -0.
-0.04 0.00 -0.1
-0.03 0.00 -0.1
-0.03 0.01 -0.0
-0.05 0.01 -0.0
-0.05 0.00 -0.0
-0.00 0.03 -0.1
-0.02 -0.01 -0.
-0.05 -0.05 -0.
-0.07 -0.03 -0.
-0.08 -0.00 -0.
-0.05 0.00 -0.0
-0.01 0.06 -0.0
-0.01 0.02 -0.1
-0.05 -0.04 -0.
-0.06 -0.03 -0.
-0.06 -0.02 -0.
-0.03 0.03 -0.0
0.01 0.10 -0.06
0.04 0.13 -0.06
0.02 0.07 -0.09
-0.05 -0.01 -0.
-0.09 -0.07 -0.
-0.08 -0.06 -0.
-0.04 -0.01 -0.
-0.01 0.03 -0.1
0.02 0.04 -0.12
0.03 0.05 -0.12
0.04 0.08 -0.08
0.06 0.08 -0.07
0.05 0.08 -0.04
0.03 0.07 -0.03
-0.00 0.03 -0.0
-0.03 0.00 -0.0
-0.03 0.03 -0.1
0.00 0.07 -0.04
-0.01 0.06 -0.0
-0.04 -0.03 -0.
-0.07 -0.08 -0.
-0.05 -0.01 -0.
-0.04 0.06 -0.0
-0.05 0.01 -0.0
-0.07 -0.01 -0.
-0.06 0.00 -0.0
-0.04 0.03 -0.0
-0.03 0.01 -0.0
-0.04 -0.02 -0.
-0.04 -0.03 -0.
-0.05 -0.05 -0.
-0.04 0.00 -0.0
-0.05 0.01 -0.0
-0.03 0.02 -0.0
-0.02 0.04 -0.0
-0.04 -0.03 -0.
-0.05 -0.06 -0.
-0.05 0.00 -0.0
-0.04 0.08 -0.0
-0.03 0.05 -0.0
-0.03 0.02 -0.0
-0.02 0.02 -0.0
-0.01 0.04 -0.0
-0.03 0.02 -0.0
-0.06 0.04 -0.0
-0.04 0.09 0.02
-0.02 0.20 0.13
-0.17 0.24 0.20
-0.36 0.14 0.21
-0.46 0.07 0.10
-0.65 -0.19 -0.
-0.83 -0.52 -0.
-0.92 -0.67 -0.
-0.91 -0.68 -0.
-0.88 -0.71 -0.
-0.79 -0.71 -0.
-0.62 -0.58 -0.
-0.53 -0.51 -0.
-0.29 -0.29 -0.
-0.17 -0.18 -0.
-0.16 -0.18 -0.
-0.14 -0.15 -0.
-0.07 -0.09 -0.
-0.02 -0.04 -0.
-0.01 -0.01 -0.
-0.02 0.01 -0.0
-0.02 0.02 -0.0
0.01 0.05 -0.06
0.04 0.05 -0.06
0.04 0.04 -0.07
0.05 0.04 -0.08
0.05 0.08 -0.06
0.06 0.08 -0.08
0.06 0.04 -0.09
0.06 0.04 -0.10
0.07 0.11 -0.03
0.08 0.10 -0.05
0.08 0.09 -0.06
0.08 0.08 -0.06
0.09 0.10 -0.04
0.09 0.11 -0.04
0.09 0.10 -0.05
0.11 0.12 -0.04
0.12 0.13 -0.02
0.10 0.12 -0.02
0.10 0.11 -0.03
0.11 0.10 -0.04
0.14 0.16 -0.02
0.18 0.21 0.00
0.20 0.21 -0.00
0.14 0.15 -0.01
0.08 0.09 -0.02
0.10 0.10 -0.01
0.12 0.11 -0.01
0.14 0.14 -0.00
0.16 0.16 -0.00
0.17 0.16 -0.00
0.18 0.16 -0.00
0.19 0.18 0.01
0.21 0.20 0.01
0.21 0.20 0.01
0.21 0.21 0.02
0.22 0.21 0.03
0.23 0.22 0.03
0.24 0.23 0.04
0.25 0.22 0.04
0.26 0.23 0.04
0.27 0.24 0.04
0.27 0.25 0.05
0.28 0.25 0.06
0.30 0.27 0.07
0.30 0.27 0.07
0.30 0.27 0.06
0.32 0.28 0.06
0.38 0.36 0.08
0.42 0.40 0.07
0.32 0.29 0.06
0.26 0.23 0.05
0.17 0.15 0.05
0.13 0.12 0.03
0.12 0.13 0.02
0.13 0.14 0.02
0.13 0.13 -0.00
0.13 0.13 0.00
0.08 0.09 0.01
0.07 0.08 0.00
0.06 0.07 -0.00
0.06 0.06 -0.00
0.07 0.07 0.00
0.07 0.08 -0.00
0.07 0.08 0.00
0.07 0.09 0.01
0.07 0.09 0.01
0.07 0.09 0.01
0.07 0.09 0.02
0.08 0.10 0.02
0.07 0.10 0.03
0.07 0.10 0.03
0.07 0.11 0.04
0.07 0.11 0.03
0.07 0.09 0.03
0.07 0.09 0.03
0.07 0.09 0.03
0.06 0.10 0.04
0.07 0.11 0.05
0.06 0.11 0.06
0.05 0.09 0.03
0.05 0.07 0.02
0.05 0.08 0.03
0.05 0.08 0.03
0.04 0.08 0.04
0.04 0.07 0.03
0.04 0.07 0.02
0.04 0.06 0.02
0.04 0.07 0.02
0.04 0.07 0.03
0.03 0.06 0.02
0.02 0.05 0.01
0.02 0.05 0.01
0.04 0.07 0.03
0.05 0.09 0.04
0.06 0.09 0.03
0.03 0.06 0.02
0.04 0.08 0.03
0.06 0.09 0.03
0.04 0.07 0.03
0.01 0.03 0.02
-0.02 0.00 0.01
-0.04 -0.01 0.0
-0.05 -0.02 0.0
-0.04 -0.02 0.0
-0.03 0.02 0.04
-0.01 0.04 0.05
-0.01 0.05 0.05
-0.01 0.05 0.05
-0.00 0.03 0.04
-0.00 0.02 0.03
-0.00 0.03 0.03
-0.01 0.03 0.04
-0.01 0.04 0.04
0.00 0.05 0.05
-0.00 0.05 0.05
-0.00 0.04 0.04
0.04 0.09 0.04
0.06 0.11 0.05
0.00 0.04 0.05
-0.03 0.00 0.05
0.04 0.08 0.05
0.05 0.09 0.03
0.02 0.05 0.01
-0.02 -0.00 -0.
-0.03 -0.02 -0.
0.02 0.04 0.01
0.04 0.07 0.02
0.05 0.08 0.03
0.04 0.08 0.06
0.04 0.07 0.07
0.02 0.06 0.08
-0.01 0.03 0.08
-0.03 0.02 0.06
-0.03 0.02 0.07
-0.03 0.02 0.07
-0.03 0.00 0.05
-0.04 0.01 0.06
-0.02 0.04 0.08
0.00 0.05 0.07
0.07 0.12 0.07
0.13 0.17 0.08
-0.02 0.04 0.09
-0.11 -0.03 0.0
-0.14 -0.09 0.0
-0.09 -0.05 0.0
-0.07 -0.01 0.0
-0.07 -0.02 0.0
-0.05 -0.02 0.0
-0.03 0.03 0.07
-0.01 0.04 0.08
-0.01 0.04 0.08
-0.01 0.03 0.07
-0.03 0.00 0.05
-0.07 -0.01 0.0
-0.07 -0.02 0.0
-0.07 -0.02 0.0
-0.07 -0.01 0.0
-0.05 0.06 0.16
-0.04 0.11 0.21
-0.01 0.27 0.36
-0.08 0.35 0.42
-0.19 0.33 0.37
-0.27 0.23 0.29
-0.52 -0.10 0.0
-0.77 -0.49 -0.
-0.88 -0.66 -0.
-0.89 -0.70 -0.
-0.91 -0.75 -0.
-0.85 -0.74 -0.
-0.71 -0.64 -0.
-0.61 -0.57 -0.
-0.42 -0.41 -0.
-0.26 -0.23 -0.
-0.16 -0.13 0.0
-0.12 -0.10 0.0
-0.06 -0.04 0.0
-0.03 -0.01 0.0
-0.01 0.01 0.06
-0.00 0.02 0.07
0.01 0.04 0.09
0.03 0.05 0.10
0.03 0.05 0.09
0.03 0.06 0.10
0.03 0.07 0.10
0.04 0.07 0.11
0.04 0.07 0.10
0.04 0.07 0.11
0.04 0.08 0.11
0.05 0.08 0.11
0.05 0.09 0.12
0.06 0.09 0.11
0.06 0.08 0.11
0.07 0.09 0.11
0.08 0.11 0.12
0.09 0.12 0.13
0.11 0.14 0.14
0.08 0.13 0.14
0.07 0.11 0.14
0.07 0.11 0.14
0.09 0.13 0.15
0.11 0.14 0.16
0.11 0.14 0.16
0.11 0.14 0.16
0.10 0.15 0.16
0.12 0.16 0.18
0.13 0.17 0.18
0.13 0.16 0.16
0.15 0.17 0.16
0.16 0.19 0.18
0.17 0.20 0.19
0.17 0.20 0.19
0.19 0.20 0.18
0.20 0.22 0.21
0.21 0.24 0.21
0.21 0.24 0.22
0.23 0.26 0.23
0.24 0.27 0.23
0.25 0.27 0.23
0.25 0.28 0.24
0.26 0.28 0.24
0.27 0.29 0.24
0.28 0.29 0.24
0.27 0.29 0.25
0.28 0.30 0.26
0.28 0.30 0.25
0.26 0.29 0.25
0.25 0.28 0.24
0.23 0.26 0.22
0.21 0.23 0.20
0.19 0.20 0.18
0.18 0.20 0.17
0.20 0.23 0.18
0.21 0.24 0.15
0.18 0.21 0.14
0.14 0.18 0.12
0.06 0.09 0.11
-0.00 0.03 0.11
-0.02 0.02 0.10
-0.01 0.04 0.09
0.02 0.06 0.09
0.01 0.06 0.09
0.00 0.05 0.10
0.00 0.05 0.09
0.01 0.05 0.09
0.02 0.07 0.08
0.03 0.08 0.10
0.04 0.09 0.10
0.04 0.11 0.12
0.03 0.09 0.10
0.02 0.06 0.08
0.03 0.06 0.08
0.03 0.07 0.08
0.03 0.09 0.11
0.03 0.09 0.11
0.03 0.08 0.10
0.04 0.09 0.09
0.09 0.13 0.08
0.13 0.19 0.10
0.09 0.15 0.11
0.00 0.07 0.11
-0.04 0.03 0.11
-0.02 0.02 0.09
-0.01 0.04 0.09
0.01 0.07 0.09
0.02 0.07 0.08
0.01 0.05 0.07
0.01 0.06 0.07
0.01 0.06 0.08
0.01 0.05 0.06
0.02 0.06 0.05
0.02 0.06 0.05
0.00 0.04 0.05
-0.01 0.02 0.04
-0.00 0.04 0.05
-0.00 0.04 0.05
-0.00 0.05 0.04
0.00 0.04 0.04
-0.00 0.03 0.03
0.00 0.04 0.04
0.00 0.04 0.04
0.00 0.04 0.03
0.01 0.04 0.03
0.00 0.03 0.03
0.00 0.03 0.02
0.02 0.05 0.03
0.00 0.06 0.03
-0.01 0.02 0.03
-0.01 0.00 0.00
-0.01 0.00 0.01
-0.00 0.02 0.02
-0.00 0.03 0.02
0.00 0.04 0.03
0.01 0.05 0.04
0.00 0.04 0.03
0.01 0.04 0.03
-0.00 0.03 0.02
0.00 0.04 0.04
0.02 0.03 0.01
0.05 0.06 0.00
0.11 0.12 0.00
0.14 0.17 -0.02
0.03 0.03 -0.05
-0.00 -0.01 -0.
0.04 0.03 -0.04
0.13 0.13 -0.02
0.13 0.14 0.01
0.09 0.08 0.00
0.02 0.00 -0.01
-0.02 -0.01 0.0
-0.03 0.02 0.07
-0.02 0.01 0.03
-0.01 0.03 0.04
-0.00 0.06 0.06
-0.02 0.03 0.05
-0.02 0.02 0.04
-0.02 0.01 0.02
-0.01 0.00 0.01
-0.01 0.01 0.01
0.00 0.02 0.02
0.01 0.03 0.01
0.00 0.01 0.01
0.00 0.04 0.04
-0.00 0.04 0.03
-0.01 0.02 0.02
-0.01 0.01 0.00
-0.00 0.02 0.02
-0.01 0.02 0.01
-0.01 0.02 0.02
0.00 0.04 0.02
-0.00 0.01 0.01
-0.01 0.02 0.01
-0.01 0.04 0.02
0.03 0.06 0.03
0.05 0.07 0.00
0.03 0.07 0.03
-0.01 0.04 0.04
-0.01 0.13 0.15
-0.06 0.27 0.30
-0.14 0.27 0.30
-0.34 0.19 0.31
-0.55 -0.03 0.0
-0.74 -0.35 -0.
-0.83 -0.51 -0.
-0.93 -0.65 -0.
-0.87 -0.67 -0.
-0.68 -0.56 -0.
-0.60 -0.50 -0.
-0.51 -0.44 -0.
-0.47 -0.48 -0.
-0.36 -0.39 -0.
-0.27 -0.31 -0.
-0.16 -0.15 -0.
-0.06 -0.07 -0.
0.00 0.00 -0.01
0.02 0.02 -0.00
0.05 0.04 0.00
0.06 0.04 -0.01
0.09 0.07 0.01
0.09 0.07 0.01
0.10 0.08 0.00
0.11 0.09 0.02
0.10 0.10 0.02
0.10 0.09 0.01
0.11 0.09 0.01
0.12 0.10 0.01
0.13 0.11 0.01
0.13 0.11 0.02
0.13 0.11 0.02
0.14 0.10 0.01
0.14 0.12 0.03
0.15 0.13 0.03
0.16 0.14 0.03
0.16 0.11 0.02
0.16 0.12 0.03
0.17 0.13 0.04
0.18 0.15 0.04
0.19 0.14 0.03
0.19 0.14 0.04
0.20 0.14 0.04
0.21 0.15 0.04
0.21 0.16 0.05
0.21 0.16 0.05
0.21 0.16 0.05
0.23 0.15 0.04
0.24 0.17 0.05
0.25 0.19 0.06
0.26 0.19 0.07
0.26 0.21 0.08
0.28 0.22 0.09
0.30 0.21 0.07
0.30 0.25 0.11
0.32 0.25 0.10
0.35 0.28 0.10
0.37 0.30 0.11
0.39 0.32 0.12
0.42 0.35 0.14
0.45 0.37 0.12
0.45 0.36 0.10
0.45 0.35 0.10
0.46 0.36 0.08
0.48 0.37 0.07
0.49 0.38 0.06
0.47 0.36 0.05
0.44 0.34 0.05
0.43 0.33 0.07
0.42 0.32 0.09
0.41 0.32 0.10
0.34 0.26 0.10
0.26 0.20 0.10
0.21 0.16 0.09
0.20 0.15 0.09
0.18 0.14 0.07
0.16 0.12 0.06
0.15 0.12 0.05
0.15 0.12 0.05
0.14 0.09 0.01
0.10 0.06 0.02
0.08 0.04 0.02
0.08 0.04 0.01
0.09 0.03 0.00
0.09 0.05 0.02
0.09 0.06 0.03
0.08 0.07 0.04
0.09 0.06 0.03
0.09 0.07 0.03
0.10 0.08 0.04
0.09 0.07 0.03
0.08 0.05 0.02
0.07 0.03 0.01
0.08 0.05 0.03
0.09 0.06 0.03
0.09 0.07 0.04
0.12 0.09 0.03
0.19 0.19 0.05
0.17 0.16 0.04
0.12 0.11 0.04
0.07 0.09 0.07
0.05 0.15 0.14
0.05 0.20 0.19
-0.11 0.21 0.27
-0.41 0.06 0.24
-0.62 -0.09 0.1
-0.71 -0.23 0.0
-0.86 -0.48 -0.
-0.91 -0.61 -0.
-0.85 -0.62 -0.
-0.81 -0.62 -0.
-0.65 -0.57 -0.
-0.50 -0.48 -0.
-0.34 -0.39 -0.
-0.27 -0.31 -0.
-0.14 -0.19 -0.
-0.04 -0.10 -0.
0.03 -0.03 -0.0
0.06 0.00 -0.03
0.10 0.04 -0.01
0.11 0.03 -0.03
0.12 0.05 -0.01
0.12 0.06 -0.00
0.13 0.08 0.01
0.14 0.10 0.02
0.15 0.10 0.00
0.15 0.09 -0.00
0.15 0.11 0.02
0.16 0.12 0.03
0.16 0.11 0.02
0.16 0.11 0.02
0.17 0.11 0.02
0.17 0.11 0.01
0.17 0.11 0.02
0.17 0.12 0.02
0.18 0.12 0.03
0.19 0.13 0.02
0.18 0.12 0.02
0.18 0.12 0.03
0.20 0.13 0.03
0.21 0.14 0.04
0.21 0.14 0.03
0.21 0.14 0.03
0.21 0.14 0.03
0.23 0.14 0.03
0.24 0.15 0.03
0.24 0.16 0.04
0.25 0.18 0.06
0.26 0.19 0.07
0.26 0.18 0.07
0.27 0.21 0.08
0.29 0.21 0.09
0.30 0.21 0.09
0.32 0.23 0.10
0.32 0.24 0.11
0.34 0.25 0.11
0.35 0.26 0.12
0.37 0.28 0.13
0.37 0.28 0.14
0.39 0.30 0.15
0.40 0.31 0.16
0.40 0.32 0.17
0.40 0.32 0.17
0.42 0.35 0.17
0.44 0.38 0.18
0.38 0.32 0.16
0.33 0.28 0.16
0.28 0.23 0.13
0.27 0.21 0.11
0.29 0.24 0.10
0.30 0.25 0.08
0.30 0.25 0.06
0.12 0.07 0.04
0.07 0.02 0.03
0.06 0.02 0.02
0.10 0.07 0.04
0.11 0.08 0.03
0.11 0.09 0.03
0.11 0.08 0.02
0.10 0.07 0.02
0.09 0.05 0.01
0.09 0.05 0.01
0.10 0.06 0.01
0.09 0.05 0.00
0.09 0.03 -0.01
0.08 0.05 0.02
0.08 0.05 0.03
0.08 0.06 0.04
0.09 0.07 0.03
0.09 0.07 0.02
0.08 0.06 0.03
0.08 0.05 0.02
0.07 0.04 0.01
0.06 0.04 0.01
0.07 0.05 0.02
0.09 0.06 0.03
0.09 0.05 0.03
0.08 0.03 0.00
0.07 0.02 0.00
0.05 0.03 0.03
0.05 0.04 0.04
0.06 0.04 0.04
0.05 0.03 0.03
0.05 0.02 0.03
0.05 0.03 0.02
0.06 0.04 0.03
0.06 0.03 0.02
0.05 0.02 0.02
0.04 0.03 0.04
0.04 0.02 0.03
0.05 0.03 0.03
0.06 0.04 0.04
0.08 0.06 0.05
0.05 0.03 0.03
0.04 0.02 0.02
0.03 0.00 0.03
0.02 0.00 0.04
0.01 -0.01 0.03
0.02 -0.00 0.03
0.03 0.01 0.04
0.03 0.01 0.04
0.03 0.00 0.03
0.03 0.00 0.03
0.02 -0.00 0.03
0.02 -0.01 0.01
0.02 -0.02 0.01
0.02 -0.01 0.01
0.01 -0.01 -0.0
0.01 -0.02 -0.0
0.05 0.01 -0.06
0.07 0.03 -0.07
0.11 0.07 -0.07
0.07 0.03 -0.04
-0.01 -0.04 -0.
-0.02 -0.04 0.0
-0.03 -0.05 0.0
0.01 -0.01 0.06
0.02 -0.00 0.07
-0.00 -0.02 0.0
0.00 -0.02 0.06
0.01 -0.01 0.06
0.02 -0.01 0.06
0.02 -0.00 0.06
0.02 0.00 0.07
0.03 0.01 0.07
0.02 0.01 0.08
0.03 0.02 0.08
0.04 0.03 0.08
0.05 0.06 0.11
0.05 0.11 0.18
0.07 0.19 0.24
0.10 0.32 0.37
-0.05 0.38 0.43
-0.29 0.19 0.37
-0.42 0.08 0.31
-0.62 -0.23 0.0
-0.75 -0.50 -0.
-0.82 -0.62 -0.
-0.82 -0.64 -0.
-0.78 -0.68 -0.
-0.68 -0.68 -0.
-0.53 -0.51 -0.
-0.44 -0.44 -0.
-0.28 -0.31 -0.
-0.15 -0.18 0.0
-0.07 -0.11 0.0
-0.04 -0.08 0.0
0.02 -0.02 0.08
0.05 0.00 0.09
0.06 0.02 0.09
0.06 0.02 0.09
0.08 0.05 0.11
0.09 0.06 0.12
0.09 0.06 0.12
0.09 0.07 0.11
0.10 0.07 0.11
0.10 0.07 0.12
0.10 0.06 0.11
0.10 0.06 0.12
0.11 0.08 0.13
0.11 0.08 0.12
0.11 0.08 0.12
0.11 0.08 0.12
0.13 0.09 0.13
0.14 0.11 0.13
0.14 0.10 0.13
0.13 0.10 0.13
0.12 0.08 0.13
0.13 0.10 0.13
0.14 0.11 0.13
0.15 0.12 0.13
0.18 0.15 0.14
0.20 0.17 0.15
0.16 0.12 0.15
0.14 0.11 0.15
0.12 0.09 0.14
0.14 0.11 0.15
0.17 0.13 0.15
0.18 0.14 0.16
0.19 0.15 0.16
0.19 0.15 0.17
0.19 0.15 0.16
0.21 0.17 0.17
0.24 0.20 0.18
0.24 0.20 0.18
0.23 0.18 0.16
0.25 0.19 0.17
0.28 0.22 0.19
0.30 0.24 0.20
0.30 0.24 0.21
0.30 0.24 0.20
0.30 0.24 0.20
0.34 0.28 0.21
0.35 0.28 0.22
0.35 0.28 0.22
0.34 0.28 0.22
0.32 0.27 0.22
0.32 0.27 0.22
0.31 0.26 0.21
0.29 0.24 0.20
0.26 0.22 0.19
0.22 0.19 0.17
0.21 0.18 0.16
0.17 0.14 0.14
0.15 0.12 0.14
0.13 0.14 0.14
0.12 0.11 0.13
0.10 0.09 0.11
0.08 0.07 0.09
0.08 0.07 0.08
0.09 0.07 0.07
0.10 0.08 0.06
0.07 0.05 0.04
0.07 0.04 0.03
0.09 0.07 0.03
0.17 0.15 0.03
0.31 0.28 0.02
0.25 0.21 0.02
0.18 0.16 0.00
0.09 0.07 -0.01
0.06 0.04 -0.02
0.04 0.03 0.01
0.03 0.02 0.04
0.02 0.02 0.09
0.03 0.02 0.10
0.01 0.02 0.10
0.02 0.02 0.09
0.03 0.03 0.09
0.04 0.04 0.10
0.04 0.05 0.09
0.04 0.04 0.09
0.03 0.04 0.09
0.04 0.04 0.09
0.04 0.05 0.09
0.04 0.05 0.09
0.03 0.04 0.09
0.02 0.03 0.09
0.02 0.02 0.08
0.03 0.03 0.08
0.01 0.02 0.08
-0.01 0.02 0.09
-0.01 0.09 0.16
-0.00 0.15 0.22
0.00 0.24 0.33
-0.22 0.27 0.38
-0.42 0.11 0.29
-0.51 0.03 0.23
-0.68 -0.27 -0.
-0.82 -0.52 -0.
-0.81 -0.57 -0.
-0.81 -0.61 -0.
-0.79 -0.65 -0.
-0.68 -0.66 -0.
-0.52 -0.51 -0.
-0.43 -0.44 -0.
-0.24 -0.27 -0.
-0.13 -0.15 0.0
-0.06 -0.09 0.0
-0.03 -0.06 0.0
0.01 -0.01 0.06
0.03 0.01 0.07
0.05 0.03 0.07
0.05 0.03 0.07
0.07 0.05 0.08
0.07 0.05 0.09
0.08 0.06 0.09
0.08 0.06 0.09
0.07 0.05 0.08
0.07 0.05 0.08
0.11 0.09 0.09
0.13 0.11 0.09
0.11 0.09 0.09
0.06 0.04 0.08
0.06 0.05 0.08
0.07 0.05 0.08
0.07 0.05 0.07
0.10 0.07 0.07
0.13 0.11 0.10
0.13 0.12 0.10
0.14 0.11 0.11
0.14 0.11 0.10
0.16 0.12 0.11
0.16 0.12 0.10
0.16 0.13 0.10
0.17 0.14 0.11
0.19 0.15 0.11
0.20 0.15 0.11
0.21 0.17 0.12
0.23 0.19 0.13
0.28 0.21 0.12
0.26 0.20 0.13
0.22 0.17 0.14
0.20 0.15 0.16
0.24 0.19 0.16
0.26 0.21 0.16
0.30 0.24 0.17
0.33 0.26 0.18
0.34 0.26 0.17
0.34 0.26 0.18
0.33 0.29 0.19
0.44 0.37 0.20
0.51 0.43 0.20
0.45 0.39 0.20
0.32 0.25 0.20
0.26 0.21 0.20
0.31 0.27 0.20
0.32 0.28 0.20
0.33 0.30 0.18
0.23 0.20 0.15
0.19 0.16 0.13
0.18 0.15 0.13
0.14 0.12 0.10
0.12 0.09 0.08
0.10 0.09 0.07
0.11 0.09 0.07
0.11 0.09 0.06
0.10 0.08 0.06
0.09 0.07 0.04
0.09 0.07 0.03
0.11 0.09 0.02
0.09 0.07 0.04
0.03 0.01 0.04
0.02 0.00 0.03
0.01 -0.01 0.01
0.01 0.01 0.01
0.06 0.04 0.04
0.07 0.06 0.05
0.08 0.06 0.05
0.07 0.02 0.02
0.06 0.01 0.00
0.06 0.03 0.02
0.07 0.07 0.05
0.07 0.07 0.06
0.07 0.06 0.05
0.07 0.05 0.04
0.07 0.05 0.04
0.06 0.04 0.04
0.04 0.01 0.02
0.06 0.03 0.03
0.08 0.06 0.05
0.08 0.07 0.05
0.07 0.05 0.04
0.06 0.04 0.04
0.06 0.05 0.04
0.06 0.04 0.03
0.05 0.03 0.03
0.06 0.04 0.03
0.07 0.05 0.03
0.07 0.04 0.03
0.06 0.03 0.02
0.06 0.03 0.03
0.06 0.03 0.02
0.06 0.03 0.02
0.04 0.00 0.00
0.03 -0.00 0.00
0.03 -0.01 0.00
0.09 0.06 0.03
0.12 0.09 0.03
0.12 0.08 0.01
0.08 0.04 -0.00
0.09 0.05 -0.00
0.10 0.06 0.01
0.11 0.07 0.01
0.12 0.07 0.00
0.04 0.00 0.00
-0.03 -0.07 0.0
-0.05 -0.10 0.0
-0.04 -0.08 0.0
0.00 -0.03 -0.0
0.05 0.02 -0.00
0.06 0.03 0.00
0.08 0.04 0.01
0.01 -0.02 0.00
0.00 -0.03 -0.0
0.02 -0.01 -0.0
0.05 0.01 -0.00
0.04 0.00 0.00
0.05 0.01 -0.01
0.05 0.01 -0.01
0.05 0.00 -0.00
0.04 -0.00 -0.0
0.05 0.01 0.00
0.05 0.01 0.00
0.05 0.01 0.01
0.05 0.02 0.02
0.04 0.02 0.02
0.03 0.01 0.01
0.03 0.00 0.01
0.03 -0.01 0.00
0.04 -0.01 -0.0
0.03 0.00 0.00
0.04 -0.00 -0.0
0.04 0.00 0.01
0.04 0.01 0.03
0.05 0.01 0.02
0.05 0.03 0.01
0.06 0.04 0.03
0.05 0.02 0.03
0.03 0.01 0.03
0.03 0.01 0.03
0.06 0.04 0.03
0.06 0.03 0.03
0.04 0.02 0.03
0.01 -0.00 0.04
0.01 -0.01 0.04
0.05 0.02 0.03
0.07 0.05 0.04
0.14 0.11 0.05
0.12 0.10 0.06
0.02 0.01 0.05
-0.01 -0.02 0.0
-0.03 -0.05 0.0
-0.01 -0.03 0.0
-0.01 -0.03 0.0
-0.01 -0.03 0.0
0.00 -0.01 0.05
0.01 -0.00 0.05
0.03 0.01 0.05
0.03 0.01 0.06
0.03 0.01 0.06
0.03 0.01 0.06
0.02 0.00 0.06
0.02 0.00 0.06
0.04 0.02 0.07
0.04 0.02 0.08
0.07 0.05 0.08
0.07 0.06 0.08
0.08 0.06 0.08
0.00 -0.01 0.08
-0.02 -0.04 0.0
-0.01 -0.04 0.0
0.02 0.01 0.09
0.06 0.03 0.08
0.05 0.04 0.10
0.04 0.03 0.10
0.03 0.01 0.08
0.04 0.01 0.07
0.06 0.03 0.05
0.07 0.03 0.04
0.08 0.03 0.02
0.10 0.05 0.05
0.16 0.10 0.04
0.17 0.12 0.06
0.18 0.13 0.11
0.07 0.05 0.15
0.02 0.01 0.16
0.08 0.08 0.15
0.15 0.14 0.15
0.09 0.07 0.14
0.00 -0.01 0.13
-0.04 -0.06 0.1
-0.10 -0.12 0.1
-0.11 -0.14 0.1
-0.04 -0.05 0.1
-0.02 -0.02 0.1
0.00 -0.00 0.14
0.00 0.00 0.14
0.00 -0.00 0.13
0.00 -0.00 0.14
0.00 0.00 0.14
0.02 0.02 0.15
0.07 0.08 0.14
0.12 0.12 0.14
0.16 0.15 0.15
-0.02 -0.03 0.1
-0.11 -0.11 0.1
-0.10 -0.10 0.1
-0.06 -0.07 0.1
-0.02 -0.04 0.1
-0.00 -0.03 0.1
0.00 -0.02 0.12
0.00 0.02 0.16
0.02 0.10 0.25
0.07 0.23 0.38
0.03 0.27 0.42
-0.09 0.31 0.48
-0.27 0.19 0.42
-0.45 -0.03 0.2
-0.55 -0.17 0.1
-0.69 -0.46 -0.
-0.77 -0.61 -0.
-0.77 -0.64 -0.
-0.72 -0.62 -0.
-0.64 -0.60 -0.
-0.57 -0.56 -0.
-0.45 -0.48 -0.
-0.37 -0.42 -0.
-0.18 -0.22 0.0
-0.07 -0.12 0.0
-0.03 -0.09 0.0
